"fecha","folio","nombre","cantidad","costo","descuento","impuestos","total","surtidos","clave","nombre_comercial"
2024-04-25,127,CALIBRE 6 COLOR NEGRO,100.0000,38.9100,0.0000,622.5600,4513.5600,100.00,"562949960680730",Grupo BOXITO SA de CV
2024-04-25,127,CALIBRE 12 COLOR NEGRO,400.0000,8.6600,0.0000,554.2400,4018.2400,400.00,"562949960680730",Grupo BOXITO SA de CV
2024-04-25,127,CALIBRE 10 COLOR BLANCO,100.0000,13.6900,0.0000,219.0400,1588.0400,100.00,"562949960680730",Grupo BOXITO SA de CV
2024-04-25,127,CALIBRE 10 COLOR NEGRO,100.0000,13.6900,0.0000,219.0400,1588.0400,100.00,"562949960680730",Grupo BOXITO SA de CV
2024-04-25,127,CALIBRE 12 COLOR BLANCO,400.0000,8.6600,0.0000,554.2400,4018.2400,400.00,"562949960680730",Grupo BOXITO SA de CV
2024-04-22,117,BEXEL MASILLA MAYAXEL 220 40KG,50.0000,80.4400,0.0000,643.5200,4665.5200,25.00,"562949960662861",MATERIALES  SUMACASA
2024-04-22,114,"UNIDAD EVAPORADORA Y UNIDAD CONDENSADORA MODELO MMT24CDBWCAM1 MARCA MABE 24,000 BTU",1.0000,8369.8275,0.0000,1339.1724,9708.9999,1.00,"562949962168470",CONTROLADORA MABE
2024-04-22,114,"UNIDAD EVAPORADORA Y UNIDAD CONDENSADORA MODELO MMT18CDBWCAAXME8 MARCA MABE 18,000 BTU",1.0000,6387.9310,0.0000,1022.0690,7410.0000,1.00,"562949962168470",CONTROLADORA MABE
2024-04-26,129,"DECK MADERA EXTERIOR PREMIUM, WPC COLOR IPE*DOBLE VISTA (.14X2.20MTS)",33.2640,901.4454,0.0000,4797.7088,34783.3886,0.00,"562949962551289",CHAPAS Y MADERAS IMPORTADAS S.A DE C.V.
2024-04-26,130,"DECK MADERA EXTERIOR PREMIUM, WPC COLOR IPE*DOBLE VISTA (.14X2.20MTS)",44.0440,895.2016,0.0000,6308.5215,45736.7808,0.00,"562949962228254",MADERA Y EXTERIORES DE JARDIN
2024-04-26,131,"DECK MADERA EXTERIOR PREMIUM, WPC COLOR IPE*DOBLE VISTA (.14X2.20MTS)",31.1080,897.4270,0.0000,4466.7455,32383.9046,0.00,"562949962228254",MADERA Y EXTERIORES DE JARDIN
2024-04-23,122,CEMENTO BULTO DE 50KG,113.0000,214.0000,0.0000,3869.1200,28051.1200,113.00,"562949960662861",MATERIALES  SUMACASA
2024-04-23,121,ARENA,14.0000,460.0000,0.0000,1030.4000,7470.4000,14.00,"562949960976385",CELESTINO CASTRO VILLEGAS (DON ALBERTO)
2024-04-19,111,ARENA,14.0000,460.0000,0.0000,1030.4000,7470.4000,14.00,"562949960976385",CELESTINO CASTRO VILLEGAS (DON ALBERTO)
2024-04-19,111,FLETE CAMION 14M3,2.0000,3060.0000,0.0000,979.2000,7099.2000,2.00,"562949960976385",CELESTINO CASTRO VILLEGAS (DON ALBERTO)
2024-04-26,132,"DECK MADERA EXTERIOR PREMIUM, WPC COLOR IPE*DOBLE VISTA (.14X2.20MTS)",37.8840,899.4657,0.0000,5452.0574,39527.4160,0.00,PROV1058,MADERAS Y EXTERIORES DE JARDIN
2024-04-26,133,"DECK MADERA EXTERIOR PREMIUM, WPC COLOR IPE*DOBLE VISTA (.14X2.20MTS)",33.2640,957.1961,0.0000,5094.4274,36934.5984,0.00,"562949962228254",MADERA Y EXTERIORES DE JARDIN
2024-04-26,134,"DECK MADERA EXTERIOR PREMIUM, WPC COLOR IPE*DOBLE VISTA (.14X2.20MTS)",33.2640,901.4454,0.0000,4797.7088,34783.3886,0.00,"562949962228254",MADERA Y EXTERIORES DE JARDIN
2024-04-26,135,"DECK MADERA EXTERIOR PREMIUM, WPC COLOR IPE*DOBLE VISTA (.14X2.20MTS)",37.8840,899.4657,0.0000,5452.0574,39527.4160,0.00,PROV1058,MADERAS Y EXTERIORES DE JARDIN
2024-04-26,136,"DECK MADERA EXTERIOR PREMIUM, WPC COLOR IPE*DOBLE VISTA (.14X2.20MTS)",37.8840,899.4657,0.0000,5452.0574,39527.4160,0.00,"562949962228254",MADERA Y EXTERIORES DE JARDIN
2024-04-29,137,BARNIZ SELLADOR ACRILICO KIMICOLOR 19L,1.0000,3346.2000,86.2758,521.5879,3781.5121,0.00,"562949961792756",MUROS Y PLAFONES DEL CARIBE SA DE CV
2024-04-29,137,BARNIZ SELLADOR MARCA CEMIX 19L,1.0000,3081.6000,0.0000,493.0560,3574.6560,0.00,"562949961792756",MUROS Y PLAFONES DEL CARIBE SA DE CV
2024-04-29,138,PIEDRA RECINTO 5x15x2,40.0000,430.0000,0.0000,2752.0000,19952.0000,0.00,"562949961918804",LUIS MARTIN CORNEJO (PIEDRAS Y CANTERAS)
2024-06-24,464,PARRILLA ELECTRICA marca Smeg Mod. SE395ETB,1.0000,14806.0300,0.0000,2368.9648,17174.9948,0.00,"562949961715444",COMERCIALIZADORA FAEMA SA DE CV
2024-04-30,140,INTERRUPTORES TERMOMAGNÉTICOS 1 X15,3.0000,180.8700,0.0000,86.8176,629.4276,0.00,"562949960850953",COCOPESA DE LA RIVIERA SA DE CV
2024-04-30,140,INTERRUPTORES TERMOMAGNÉTICOS 2 X20,2.0000,607.4200,0.0000,194.3744,1409.2144,0.00,"562949960850953",COCOPESA DE LA RIVIERA SA DE CV
2024-04-30,140,INTERRUPTORES TERMOMAGNÉTICOS 2 X10,5.0000,607.4200,0.0000,485.9360,3523.0360,0.00,"562949960850953",COCOPESA DE LA RIVIERA SA DE CV
2024-04-30,140,INTERRUPTORES TERMOMAGNÉTICOS 1 X10,2.0000,180.8700,0.0000,57.8784,419.6184,0.00,"562949960850953",COCOPESA DE LA RIVIERA SA DE CV
2024-04-30,140,INTERRUPTORES TERMOMANÉGTICA 2 X 30,1.0000,607.4200,0.0000,97.1872,704.6072,0.00,"562949960850953",COCOPESA DE LA RIVIERA SA DE CV
2024-04-30,141,INTERRUPTORES TERMOMAGNÉTICOS 2 X20,2.0000,607.4200,0.0000,194.3744,1409.2144,0.00,"562949960850953",COCOPESA DE LA RIVIERA SA DE CV
2024-04-30,141,INTERRUPTORES TERMOMAGNÉTICOS 1 X15,3.0000,180.8700,0.0000,86.8176,629.4276,0.00,"562949960850953",COCOPESA DE LA RIVIERA SA DE CV
2024-04-30,141,INTERRUPTORES TERMOMAGNÉTICOS 2 X10,5.0000,607.4200,0.0000,485.9360,3523.0360,0.00,"562949960850953",COCOPESA DE LA RIVIERA SA DE CV
2024-04-30,141,INTERRUPTORES TERMOMAGNÉTICOS 1 X10,2.0000,180.8700,0.0000,57.8784,419.6184,0.00,"562949960850953",COCOPESA DE LA RIVIERA SA DE CV
2024-04-30,141,INTERRUPTORES TERMOMANÉGTICA 2 X 30,1.0000,607.4200,0.0000,97.1872,704.6072,0.00,"562949960850953",COCOPESA DE LA RIVIERA SA DE CV
2024-04-30,142,INTERRUPTORES TERMOMAGNÉTICOS 2 X20,2.0000,607.4200,36.4326,188.5452,1366.9526,0.00,"562949960850953",COCOPESA DE LA RIVIERA SA DE CV
2024-04-30,142,INTERRUPTORES TERMOMAGNÉTICOS 2 X10,5.0000,607.4200,91.1130,471.3579,3417.3449,0.00,"562949960850953",COCOPESA DE LA RIVIERA SA DE CV
2024-04-30,142,INTERRUPTORES TERMOMAGNÉTICOS 1 X10,2.0000,180.8700,10.8522,56.1420,407.0298,0.00,"562949960850953",COCOPESA DE LA RIVIERA SA DE CV
2024-04-30,142,INTERRUPTORES TERMOMANÉGTICA 2 X 30,1.0000,607.4200,18.2226,94.2716,683.4690,0.00,"562949960850953",COCOPESA DE LA RIVIERA SA DE CV
2024-04-30,142,INTERRUPTORES TERMOMAGNÉTICOS 1 X15,3.0000,180.8700,16.2783,84.2131,610.5448,0.00,"562949960850953",COCOPESA DE LA RIVIERA SA DE CV
2024-06-24,464,MICROONDAS Marca Smeg Mod FMIU020X,1.0000,8340.5200,0.0000,1334.4832,9675.0032,0.00,"562949961715444",COMERCIALIZADORA FAEMA SA DE CV
2024-06-28,486,"TZALAM 4 X 1 3/4"" x 2.10 MTS",7.0000,380.0000,0.0000,425.6000,3085.6000,0.00,"562949960972522",SANTIAGO MARTINEZ LABASTIDA (MADERERIA SAN MARCOS)
2024-07-01,506,"TORNILLO ACERO INOX NEGRO 10 X 1""",78.0000,1.3707,0.0000,17.1062,124.0200,0.00,PROV1085,VYJ TORNILLOS Y HERRAMIENTAS INDUSTRIALES SA DE CV
2024-07-01,506,"TAQUETE 3/8 X 3"" PARA CONCRETO Y BLOCK",96.0000,12.5879,0.0000,193.3506,1401.7920,0.00,PROV1085,VYJ TORNILLOS Y HERRAMIENTAS INDUSTRIALES SA DE CV
2024-04-25,128,CALIBRE 14 COLOR BLANCO,50.0000,7.7000,0.0000,61.6000,446.6000,50.00,"562949960680741","Ramón Arturo Méndez Gomez ""El Unicornio"""
2024-04-22,119,CUÑAS PARA SISTEMA DE NIVELACION DE PISO,35.0000,133.6200,0.0000,748.2720,5424.9720,35.00,"562949961739400",DISTRIBUIDORA DE CERAMICA CANCUN S.A. DE C.V
2024-04-22,119,ADHESIVO PORCELANICO GRIS DE 20K,369.0000,194.4860,0.0000,11482.4534,83247.7874,69.00,"562949961739400",DISTRIBUIDORA DE CERAMICA CANCUN S.A. DE C.V
2024-04-22,119,CORBATAS PARA SISTEMA DE NIVELACION DE PISO,35.0000,116.3800,0.0000,651.7280,4725.0280,35.00,"562949961739400",DISTRIBUIDORA DE CERAMICA CANCUN S.A. DE C.V
2024-04-30,145,"CAJA DE 4X2"" DE PVC""",2.0000,8.4200,0.0000,2.6944,19.5344,0.00,PROV1035,EL NIPLITO DEL SURESTE S.A. DE C.V.  
2024-04-30,145,CONTACTO DÚPLEX MODELO QZ5115D MARCA BTICINO,2.0000,83.0700,0.0000,26.5824,192.7224,0.00,PROV1035,EL NIPLITO DEL SURESTE S.A. DE C.V.  
2024-04-30,145,CONECTOR FLEXIBLE PARA LLAVE MONOMANDO DE 3/8 X 1/2 PULGADA PLATA  COFLEX,1.0000,99.0000,0.0000,15.8400,114.8400,0.00,PROV1035,EL NIPLITO DEL SURESTE S.A. DE C.V.  
2024-04-30,145,CALIBRE 12 COLOR BLANCO,6.0000,8.8700,0.0000,8.5152,61.7352,0.00,PROV1035,EL NIPLITO DEL SURESTE S.A. DE C.V.  
2024-04-30,147,CEMENTO BULTO DE 50KG,1.0000,214.0000,0.0000,34.2400,248.2400,0.00,"562949960662861",MATERIALES  SUMACASA
2024-04-30,147,ADHECON DE 19 LT,1.0000,1522.2000,0.0000,243.5520,1765.7520,0.00,"562949960662861",MATERIALES  SUMACASA
2024-04-30,147,POLVO FINO SACO DE 20 KG,2.0000,58.0100,0.0000,18.5632,134.5832,0.00,"562949960662861",MATERIALES  SUMACASA
2024-04-30,148,ADHESIVO PORCELANICO GRIS DE 20K,2.0000,194.4859,0.0000,62.2355,451.2073,0.00,"562949961739400",DISTRIBUIDORA DE CERAMICA CANCUN S.A. DE C.V
2024-04-30,149,CERA EN PASTA AMARILLA MARCA DIVERSEY CUBETA 15L,2.0000,2997.3700,0.0000,959.1584,6953.8984,0.00,"562949961918786",ADELANTE DISTRIBUCIONES SA DE CV
2024-04-30,150,ESPEJO LED CL-80 MCA. CASTEL,1.0000,999.0000,0.0000,159.8400,1158.8400,0.00,"562949962146212",ROSA MARIA RODRIGUEZ PETZ
2024-04-30,151,"BRIDA FLEXIBLE SANITARIO 4""",1.0000,135.1400,0.0000,21.6224,156.7624,0.00,"562949960680730",Grupo BOXITO SA de CV
2024-05-02,152,BOMBA PLUMA,15.0000,280.0000,0.0000,672.0000,4872.0000,0.00,"562949961089521",CONCRETOS FORTEX SA DE CV
2024-05-02,152,CONCRETO PREMEZCLADO f´c= 250kg/cm2,5.0000,2890.0000,0.0000,2312.0000,16762.0000,0.00,"562949961089521",CONCRETOS FORTEX SA DE CV
2024-04-30,144,INTERRUPTORES TERMOMAGNÉTICOS 2 X20,2.0000,607.4200,36.4326,188.5452,1366.9526,2.00,"562949960850953",COCOPESA DE LA RIVIERA SA DE CV
2024-04-30,146,MOTOBOMBA SUMERGIBLE DE CISTERNA SUM4ME100F-F ACERO INOXIDABLE MONOFÁSICO DE 1/2 HP MARCA EVANS,1.0000,2656.8000,0.0000,425.0880,3081.8880,1.00,"562949962203361","EVANS R&R, SA DE CV"
2024-04-30,143,MOTOBOMBA AQUPAK 1.5HP MOD. SILVER DE 115V,1.0000,2793.9600,0.0000,447.0336,3240.9936,1.00,"562949962363306",AQUAPISCINA Y SERVICIOS SA DE CV
2024-04-30,143,"FILTRO PANDA 19"" P/ALBERCA C/VAL.6VIAS",1.0000,2731.0400,0.0000,436.9664,3168.0064,1.00,"562949962363306",AQUAPISCINA Y SERVICIOS SA DE CV
2024-04-30,143,ARENA SILICA 20-30 SACOS 25 KGS,2.0000,162.0700,0.0000,51.8624,376.0024,2.00,"562949962363306",AQUAPISCINA Y SERVICIOS SA DE CV
2024-04-30,143,TIMER 110V MARCA PANDA,1.0000,630.1720,0.0000,100.8275,730.9995,1.00,"562949962363306",AQUAPISCINA Y SERVICIOS SA DE CV
2024-05-02,152,ACELERANTE RR3D,5.0000,190.0000,0.0000,152.0000,1102.0000,0.00,"562949961089521",CONCRETOS FORTEX SA DE CV
2024-05-02,153,ADHESIVO PORCELANICO GRIS DE 20K,26.0000,194.4859,0.0000,809.0613,5865.6947,0.00,"562949961739400",DISTRIBUIDORA DE CERAMICA CANCUN S.A. DE C.V
2024-06-24,465,"TUBERIA FLEXIBLE DE COBRE 1/2"" ",1.0000,1045.6200,0.0000,167.2992,1212.9192,0.00,"562949960680730",Grupo BOXITO SA de CV
2024-06-24,465,"TUBERIA FLEXIBLE DE COBRE 1/4""",1.0000,431.4400,0.0000,69.0304,500.4704,0.00,"562949960680730",Grupo BOXITO SA de CV
2024-06-28,487,"TZALAM 4 X 1 3/4"" x 2.10 MTS",14.0000,380.0000,0.0000,851.2000,6171.2000,0.00,"562949960972522",SANTIAGO MARTINEZ LABASTIDA (MADERERIA SAN MARCOS)
2024-05-03,156,PULSADOR MODELO 34005N LIVING LIGHT,1.0000,107.4100,0.0000,17.1856,124.5956,0.00,PROV1035,EL NIPLITO DEL SURESTE S.A. DE C.V.  
2024-05-03,157,PULSADOR MODELO 34005N LIVING LIGHT,1.0000,107.4100,0.0000,17.1856,124.5956,0.00,PROV1035,EL NIPLITO DEL SURESTE S.A. DE C.V.  
2024-05-03,157,APAGADOR SENCILLO MODELO QZ5001 LINEA QUINZIÑO MCA BTICINO,17.0000,46.1041,0.0000,125.4032,909.1729,0.00,PROV1035,EL NIPLITO DEL SURESTE S.A. DE C.V.  
2024-05-03,157,APAGADOR 4 VÍAS MODELO QZ5012. LINEA QUINZIÑO MCA BTICINO,1.0000,122.4100,0.0000,19.5856,141.9956,0.00,PROV1035,EL NIPLITO DEL SURESTE S.A. DE C.V.  
2024-05-03,157,APAGADOR 3 VÍAS MODELO QZ5003 LINEA QUINZIÑO MCA BTICINO,22.0000,64.1581,0.0000,225.8365,1637.3147,0.00,PROV1035,EL NIPLITO DEL SURESTE S.A. DE C.V.  
2024-05-03,157,CUBRETECLA CON SIMBOLO DE TIMBRE MODELO L4915DN LIVING LIGHT,1.0000,26.8700,0.0000,4.2992,31.1692,0.00,PROV1035,EL NIPLITO DEL SURESTE S.A. DE C.V.  
2024-05-03,157,"TOMACORRIENTE DÚPLEX MODELO L4188, LIVINGLIGHT MARCA BTICINO",1.0000,155.6900,0.0000,24.9104,180.6004,0.00,PROV1035,EL NIPLITO DEL SURESTE S.A. DE C.V.  
2024-05-03,157,PLACA 3 VENTANAS MOD QZ4803M3BN BLANCO MERIDA LINEA QUINZIÑO. MCA BTICINO,48.0000,53.2100,0.0000,408.6528,2962.7328,0.00,PROV1035,EL NIPLITO DEL SURESTE S.A. DE C.V.  
2024-05-03,157,CONTACTO DÚPLEX CON TAPA DE INTEMPERIE,10.0000,174.2670,0.0000,278.8272,2021.4972,0.00,PROV1035,EL NIPLITO DEL SURESTE S.A. DE C.V.  
2024-05-03,157,CONTACTO DÚPLEX MODELO QZ5115D MARCA BTICINO,40.0000,78.4550,0.0000,502.1120,3640.3120,0.00,PROV1035,EL NIPLITO DEL SURESTE S.A. DE C.V.  
2024-05-03,157,PLACA 2 VENTANAS MOD.QZ4803M2BN BLANCO MERIDA. LINEA QUINZIÑO. MCA BITICINO,9.0000,53.2100,0.0000,76.6224,555.5124,0.00,PROV1035,EL NIPLITO DEL SURESTE S.A. DE C.V.  
2024-05-03,157,CONTACTO DÚPLEX FALLA TIERRA (GFCI) MODELO QZ4028GFCG6 MARCA BTICINO,4.0000,356.3550,0.0000,228.0672,1653.4872,0.00,PROV1035,EL NIPLITO DEL SURESTE S.A. DE C.V.  
2024-05-03,157,PLACA ETHERNET RJ45 MODELO QZ5979C5E MARCA BTICINO,12.0000,106.8108,0.0000,205.0767,1486.8063,0.00,PROV1035,EL NIPLITO DEL SURESTE S.A. DE C.V.  
2024-05-03,157,"PLACA HDMI, CONECTOR MODELO QZ4284 MARCA BTICINO",6.0000,325.1666,0.0000,312.1599,2263.1595,0.00,PROV1035,EL NIPLITO DEL SURESTE S.A. DE C.V.  
2024-05-03,157,ZUMBADOR MODELO L4356/127 LIVING LIGHT MCA BTICINO,1.0000,387.6100,0.0000,62.0176,449.6276,0.00,PROV1035,EL NIPLITO DEL SURESTE S.A. DE C.V.  
2024-05-03,157,PLACA 1 VENTANA. MODE.QZ4803M1BN BLANCO MERIDA. LINEA QUINZIÑO. MCA BITICINO,17.0000,53.2100,0.0000,144.7312,1049.3012,0.00,PROV1035,EL NIPLITO DEL SURESTE S.A. DE C.V.  
2024-05-03,158,"MASKING AZUL 2""",4.0000,111.2100,0.0000,71.1744,516.0144,0.00,"562949962094252",HOME DEPOT MEXICO S DE RL DE CV
2024-05-03,158,THINNER,1.0000,48.0200,0.0000,7.6832,55.7032,0.00,"562949962094252",HOME DEPOT MEXICO S DE RL DE CV
2024-05-03,159,"MASKING AZUL 2""",4.0000,111.2100,0.0000,71.1744,516.0144,0.00,"562949962094252",HOME DEPOT MEXICO S DE RL DE CV
2024-05-03,159,THINNER,1.0000,41.4000,0.0000,6.6240,48.0240,0.00,"562949962094252",HOME DEPOT MEXICO S DE RL DE CV
2024-05-03,159,SILICON PARA USO GENERAL - NEGRO,2.0000,65.9000,0.0000,21.0880,152.8880,0.00,"562949962094252",HOME DEPOT MEXICO S DE RL DE CV
2024-06-28,488,"TORNILLO PARA MADERA 10 X 3"" ",156.0000,1.7440,0.0000,43.5295,315.5888,0.00,PROV1085,VYJ TORNILLOS Y HERRAMIENTAS INDUSTRIALES SA DE CV
2024-06-28,488,"TAQUETE 3/8 X 3"" PARA CONCRETO Y BLOCK",22.0000,16.1845,0.0000,56.9694,413.0279,0.00,PROV1085,VYJ TORNILLOS Y HERRAMIENTAS INDUSTRIALES SA DE CV
2024-07-01,506,"ANCLA EXPANSION DE CUÑA 5/8 X 6"" ",31.0000,32.5241,0.0000,161.3197,1169.5680,0.00,PROV1085,VYJ TORNILLOS Y HERRAMIENTAS INDUSTRIALES SA DE CV
2024-07-04,523,COLADERA MARCA HELVEX MOD 342 CL,6.0000,866.3800,0.0000,831.7248,6030.0048,0.00,"562949960850953",COCOPESA DE LA RIVIERA SA DE CV
2024-05-03,161,"TORNILLO HEXAGONAL DE 3/8"" X 2"", CON RONDANA Y TAQUETE DE 2",20.0000,13.6450,0.0000,43.6640,316.5640,0.00,"562949960662861",MATERIALES  SUMACASA
2024-05-06,163,LÁMPARA SC01 ANKAA II MODELO 12PTLLEDR30MVB MARCA TECNOLITE LUZ CALIDA,3.0000,141.6500,0.0000,67.9920,492.9420,0.00,"562949961686878",LUMYVENT JC (JULIA CABRERA GOMEZ)
2024-05-06,163,"FOCO MR16 LUZ CÁLIDA (PARA EC03, EC04 Y E01)",8.0000,45.2000,0.0000,57.8560,419.4560,0.00,"562949961686878",LUMYVENT JC (JULIA CABRERA GOMEZ)
2024-05-06,163,LÁMPARA EC01 REGULUS MODELO 7YDLED155MV30N MARCA TECNOLITE LUZ CÁLIDA,36.0000,58.1400,0.0000,334.8864,2427.9264,0.00,"562949961686878",LUMYVENT JC (JULIA CABRERA GOMEZ)
2024-05-06,163,LÁMPARA SM06 TITAWIN MODELO 09HLED923MV30N LUZ CALIDA MARCA  TECNOLITE,3.0000,741.2900,0.0000,355.8192,2579.6892,0.00,"562949961686878",LUMYVENT JC (JULIA CABRERA GOMEZ)
2024-05-06,163,LÁMPARA SM02 FURUD MODELO 27HLED1162V30G LUZ CALIDA MARCA TECNOLITE,6.0000,1388.5200,0.0000,1332.9792,9664.0992,0.00,"562949961686878",LUMYVENT JC (JULIA CABRERA GOMEZ)
2024-05-06,163,LÁMPARA EP02 BARATI MODELO H-645_2W_S MARCA TECNOLITE,6.0000,499.3200,0.0000,479.3472,3475.2672,0.00,"562949961686878",LUMYVENT JC (JULIA CABRERA GOMEZ)
2024-05-06,163,FOCO GU-10-SMDLED/3W/30,18.0000,44.1000,0.0000,127.0080,920.8080,0.00,"562949961686878",LUMYVENT JC (JULIA CABRERA GOMEZ)
2024-05-06,163,LÁMPARA EC02 NOVA II MODELO 06-3110 12W ASTRO LED LIGHTING WW 3000K LUZ CALIDA,13.0000,240.9400,0.0000,501.1552,3633.3752,0.00,"562949961686878",LUMYVENT JC (JULIA CABRERA GOMEZ)
2024-05-06,163,LÁMPARA E01 BILBAO IV HFV-750/N MARCA TECNOLITE,18.0000,294.9800,0.0000,849.5424,6159.1824,0.00,"562949961686878",LUMYVENT JC (JULIA CABRERA GOMEZ)
2024-05-06,163,LÁMPARA EP01 CUENCA MODELO H-615/ MARCA TECNOLITE CONSIDERAR FOCO MOD. 15DAR111LED65V24,5.0000,400.1400,0.0000,320.1120,2320.8120,0.00,"562949961686878",LUMYVENT JC (JULIA CABRERA GOMEZ)
2024-05-06,163,LÁMPARA EC04 ADRIA I  MODELO 10YD101MVS MARCA TECNOLITE LUZ CALIDA,2.0000,168.2500,0.0000,53.8400,390.3400,0.00,"562949961686878",LUMYVENT JC (JULIA CABRERA GOMEZ)
2024-05-06,163,"COIMBRA. BASE GX5.3/GU10, IP 6. NO INCLUYE FOCO",10.0000,44.1000,0.0000,70.5600,511.5600,0.00,"562949961686878",LUMYVENT JC (JULIA CABRERA GOMEZ)
2024-05-06,163,FOCO MOD. 15DAR111LED65V24,5.0000,420.4500,0.0000,336.3600,2438.6100,0.00,"562949961686878",LUMYVENT JC (JULIA CABRERA GOMEZ)
2024-05-06,163,LÁMPARA EC03 ALEZIO MODELO YD-220/N MARCA TECNOLITE,6.0000,37.5000,0.0000,36.0000,261.0000,0.00,"562949961686878",LUMYVENT JC (JULIA CABRERA GOMEZ)
2024-05-06,164,"FOCO MR16 LUZ CÁLIDA (PARA EC03, EC04 Y E01)",8.0000,45.2000,0.0000,57.8560,419.4560,0.00,"562949961686878",LUMYVENT JC (JULIA CABRERA GOMEZ)
2024-05-06,164,LÁMPARA EC01 REGULUS MODELO 7YDLED155MV30N MARCA TECNOLITE LUZ CÁLIDA,36.0000,58.1400,0.0000,334.8864,2427.9264,0.00,"562949961686878",LUMYVENT JC (JULIA CABRERA GOMEZ)
2024-05-06,164,LÁMPARA SM06 TITAWIN MODELO 09HLED923MV30N LUZ CALIDA MARCA  TECNOLITE,3.0000,741.2900,0.0000,355.8192,2579.6892,0.00,"562949961686878",LUMYVENT JC (JULIA CABRERA GOMEZ)
2024-05-06,164,LÁMPARA SM02 FURUD MODELO 27HLED1162V30G LUZ CALIDA MARCA TECNOLITE,6.0000,1388.5200,0.0000,1332.9792,9664.0992,0.00,"562949961686878",LUMYVENT JC (JULIA CABRERA GOMEZ)
2024-05-06,164,LÁMPARA EP02 BARATI MODELO H-645_2W_S MARCA TECNOLITE,6.0000,499.3200,0.0000,479.3472,3475.2672,0.00,"562949961686878",LUMYVENT JC (JULIA CABRERA GOMEZ)
2024-05-06,164,FOCO GU-10-SMDLED/3W/30,18.0000,44.1000,0.0000,127.0080,920.8080,0.00,"562949961686878",LUMYVENT JC (JULIA CABRERA GOMEZ)
2024-05-06,164,LÁMPARA EC02 NOVA II MODELO 06-3110 12W ASTRO LED LIGHTING WW 3000K LUZ CALIDA,13.0000,240.9400,0.0000,501.1552,3633.3752,0.00,"562949961686878",LUMYVENT JC (JULIA CABRERA GOMEZ)
2024-05-06,164,LÁMPARA E01 BILBAO IV HFV-750/N MARCA TECNOLITE,18.0000,294.9800,0.0000,849.5424,6159.1824,0.00,"562949961686878",LUMYVENT JC (JULIA CABRERA GOMEZ)
2024-05-03,160,CONECTOR FLEXIBLE CON CODO 90 PARA LAVADORA VINILO,2.0000,185.0200,0.0000,59.2064,429.2464,2.00,"562949962094252",HOME DEPOT MEXICO S DE RL DE CV
2024-05-03,160,LLAVE DE NARIZ 1/2,6.0000,40.0800,0.0000,38.4768,278.9568,6.00,"562949962094252",HOME DEPOT MEXICO S DE RL DE CV
2024-05-03,160,EMPAQUES DE REPUESTO PARA CONECTORES FLEXIBLES DE NITRILO NEGRO,4.0000,32.9500,0.0000,21.0880,152.8880,4.00,"562949962094252",HOME DEPOT MEXICO S DE RL DE CV
2024-05-03,162,LÁMPARA EC02 NOVA II MODELO 06-3110 12W ASTRO LED LIGHTING WW 3000K LUZ  CALIDA,1.0000,240.9400,0.0000,38.5504,279.4904,1.00,"562949961686878",LUMYVENT JC (JULIA CABRERA GOMEZ)
2024-05-02,154,LÁMPARA EP02 BARATI MODELO H-645_2W_S MARCA TECNOLITE,2.0000,558.4500,0.0000,178.7040,1295.6040,2.00,"562949961686878",LUMYVENT JC (JULIA CABRERA GOMEZ)
2024-05-06,164,LÁMPARA EC04 ADRIA I  MODELO 10YD101MVS MARCA TECNOLITE LUZ CALIDA,2.0000,168.2500,0.0000,53.8400,390.3400,0.00,"562949961686878",LUMYVENT JC (JULIA CABRERA GOMEZ)
2024-05-06,164,FOCO MOD. 15DAR111LED65V24,5.0000,420.4500,0.0000,336.3600,2438.6100,0.00,"562949961686878",LUMYVENT JC (JULIA CABRERA GOMEZ)
2024-05-06,164,LÁMPARA EC03 ALEZIO MODELO YD-220/N MARCA TECNOLITE,6.0000,37.5000,0.0000,36.0000,261.0000,0.00,"562949961686878",LUMYVENT JC (JULIA CABRERA GOMEZ)
2024-05-06,164,LÁMPARA SC01 ANKAA II MODELO 12PTLLEDR30MVB MARCA TECNOLITE LUZ CALIDA,3.0000,141.6500,0.0000,67.9920,492.9420,0.00,"562949961686878",LUMYVENT JC (JULIA CABRERA GOMEZ)
2024-05-06,164,LÁMPARA EP01 CUENCA MODELO H-615/ MARCA TECNOLITE CONSIDERAR FOCO MOD. 15DAR111LED65V24,5.0000,400.1400,0.0000,320.1120,2320.8120,0.00,"562949961686878",LUMYVENT JC (JULIA CABRERA GOMEZ)
2024-05-06,164,"COIMBRA. BASE GX5.3/GU10, IP 6. NO INCLUYE FOCO",10.0000,501.5300,0.0000,802.4480,5817.7480,0.00,"562949961686878",LUMYVENT JC (JULIA CABRERA GOMEZ)
2024-05-06,164,LÁMPARA SC02 HIDRUS I MODELO A19-LED/010/65 MARCA TECNOLITE,1.0000,45.0000,0.0000,7.2000,52.2000,0.00,"562949961686878",LUMYVENT JC (JULIA CABRERA GOMEZ)
2024-05-06,166,"VENTILADOR BREEZE MADERA 56"" ",3.0000,4861.2600,0.0000,2333.4048,16917.1848,0.00,"562949962094252",HOME DEPOT MEXICO S DE RL DE CV
